# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 100 waveforms. Timestamp: 2026-05-07T11:49:52
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-294.83333346	-0.00098169
-294.80000013	-0.00101266
-294.76666680	-0.00119137
-294.73333347	-0.00142627
-294.70000013	-0.00141494
-294.66666680	-0.00169072
-294.63333347	-0.00221734
-294.60000013	-0.00238978
-294.56666680	-0.00236171
-294.53333347	-0.00274060
-294.50000013	-0.00237637
-294.46666680	-0.00271271
-294.43333347	-0.00300359
-294.40000013	-0.00291336
-294.36666680	-0.00289876
-294.33333347	-0.00310445
-294.30000013	-0.00288349
-294.26666680	-0.00297124
-294.23333347	-0.00297478
-294.20000013	-0.00284406
-294.16666680	-0.00312539
-294.13333347	-0.00330673
-294.10000013	-0.00309583
-294.06666680	-0.00309528
-294.03333347	-0.00294328
-294.00000014	-0.00274271
-293.96666680	-0.00269922
-293.93333347	-0.00234330
-293.90000014	-0.00266372
-293.86666680	-0.00234293
-293.83333347	-0.00209473
-293.80000014	-0.00210918
-293.76666680	-0.00168644
-293.73333347	-0.00182954
-293.70000014	-0.00192821
-293.66666680	-0.00161052
-293.63333347	-0.00144532
-293.60000014	-0.00131113
-293.56666680	-0.00101041
-293.53333347	-0.00078619
