# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 1 waveforms. Timestamp: 2026-05-07T11:35:16
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-313.96666672	0.00000219
-313.93333338	-0.00004082
-313.90000005	-0.00171044
-313.86666672	0.00139755
-313.83333338	0.00333692
-313.80000005	0.00262660
-313.76666672	0.00109347
-313.73333338	0.00258038
-313.70000005	-0.00012226
-313.66666672	-0.00085838
-313.63333338	-0.00114813
-313.60000005	-0.00023713
-313.56666672	-0.00203527
-313.53333339	-0.00058495
-313.50000005	-0.00035663
-313.46666672	0.00025196
-313.43333339	-0.00049456
-313.40000005	0.00244226
-313.36666672	-0.00100660
-313.33333339	-0.00074956
-313.30000005	-0.00148491
-313.26666672	0.00053859
-313.23333339	0.00167549
-313.20000005	-0.00292101
-313.16666672	-0.00216172
-313.13333339	-0.00108736
-313.10000005	-0.00284805
-313.06666672	-0.00017839
-313.03333339	-0.00202596
-313.00000005	0.00016311
-312.96666672	-0.00120124
-312.93333339	-0.00164459
-312.90000005	-0.00154310
-312.86666672	0.00008427
-312.83333339	-0.00014167
-312.80000006	-0.00307731
-312.76666672	-0.00004693
-312.73333339	0.00017512
-312.70000006	-0.00219787
-312.66666672	0.00007020
-312.63333339	-0.00050530
-312.60000006	-0.00133569
-312.56666672	-0.00051254
-312.53333339	-0.00286172
-312.50000006	-0.00138872
-312.46666672	-0.00114710
-312.43333339	-0.00065110
-312.40000006	0.00078170
-312.36666672	-0.00349451
-312.33333339	-0.00414375
-312.30000006	-0.00116249
-312.26666672	-0.00014456
-312.23333339	-0.00231574
-312.20000006	-0.00375065
-312.16666672	0.00080909
-312.13333339	0.00115309
-312.10000006	-0.00231554
-312.06666672	-0.00191713
-312.03333339	-0.00067537
-312.00000006	-0.00110170
-311.96666673	-0.00258479
-311.93333339	-0.00097670
-311.90000006	0.00029732
-311.86666673	-0.00318717
-311.83333339	0.00149648
-311.80000006	-0.00190977
-311.76666673	0.00052576
-311.73333339	-0.00131223
-311.70000006	-0.00147253
-311.66666673	0.00102021
-311.63333339	-0.00171565
-311.60000006	0.00079549
-311.56666673	0.00012042
-311.53333339	0.00139750
-311.50000006	0.00169303
-311.46666673	0.00055044
-311.43333339	0.00046361
-311.40000006	-0.00004998
-311.36666673	0.00244779
-311.33333339	0.00156338
-311.30000006	0.00118157
-311.26666673	0.00178753
-311.23333340	-0.00073245
-311.20000006	-0.00087281
-311.16666673	0.00106973
-311.13333340	0.00109142
-311.10000006	-0.00001826
-311.06666673	0.00082150
-311.03333340	-0.00023343
-311.00000006	0.00220563
-310.96666673	0.00327901
-310.93333340	0.00501380
-310.90000006	0.00301615
-310.86666673	0.00045248
-310.83333340	-0.00151476
-310.80000006	0.00220401
-310.76666673	0.00140441
-310.73333340	-0.00158869
-310.70000006	-0.00167598
-310.66666673	0.00035335
-310.63333340	-0.00056532
-310.60000006	-0.00009924
-310.56666673	0.00275145
-310.53333340	0.00230894
-310.50000006	0.00414577
-310.46666673	0.00091135
-310.43333340	0.00179861
-310.40000007	0.00047417
-310.36666673	0.00200868
-310.33333340	0.00232738
-310.30000007	-0.00028177
-310.26666673	0.00456864
-310.23333340	0.00028634
-310.20000007	-0.00243573
-310.16666673	-0.00060935
-310.13333340	0.00075308
-310.10000007	0.00117635
-310.06666673	0.00035237
-310.03333340	-0.00000286
-310.00000007	0.00297646
-309.96666673	0.00169550
-309.93333340	0.00141050
-309.90000007	0.00172868
-309.86666673	0.00280230
-309.83333340	-0.00027431
-309.80000007	0.00321512
-309.76666673	0.00315433
-309.73333340	0.00365778
-309.70000007	0.00334469
-309.66666674	0.00454206
-309.63333340	0.00414827
-309.60000007	0.00272204
-309.56666674	0.00257006
-309.53333340	0.00332354
-309.50000007	0.00201475
-309.46666674	0.00534183
-309.43333340	0.00267380
-309.40000007	0.00247770
-309.36666674	0.00347424
-309.33333340	0.00181753
-309.30000007	0.00421886
-309.26666674	0.00401247
-309.23333340	0.00186740
-309.20000007	-0.00072390
-309.16666674	-0.00000365
-309.13333340	0.00197504
-309.10000007	0.00044989
-309.06666674	0.00223292
-309.03333340	0.00149008
-309.00000007	0.00306746
-308.96666674	0.00367904
-308.93333340	0.00334866
-308.90000007	0.00092636
-308.86666674	0.00191274
-308.83333341	0.00299285
-308.80000007	0.00107139
-308.76666674	0.00156485
-308.73333341	0.00159780
-308.70000007	0.00291728
-308.66666674	0.00086532
-308.63333341	0.00221562
-308.60000007	0.00493764
-308.56666674	0.00341447
-308.53333341	0.00495083
-308.50000007	0.00234956
-308.46666674	0.00383083
-308.43333341	0.00263793
-308.40000007	0.00276849
-308.36666674	0.00363994
-308.33333341	0.00275149
-308.30000007	0.00506772
-308.26666674	0.00110529
-308.23333341	0.00237878
-308.20000007	0.00566969
-308.16666674	0.00340425
-308.13333341	0.00437518
-308.10000008	0.00103350
-308.06666674	0.00143264
-308.03333341	0.00559369
-308.00000008	0.00418506
-307.96666674	0.00230565
-307.93333341	0.00108958
-307.90000008	0.00198460
-307.86666674	0.00246201
-307.83333341	0.00276761
-307.80000008	-0.00011027
-307.76666674	0.00186137
-307.73333341	0.00035726
-307.70000008	0.00161965
-307.66666674	0.00139316
-307.63333341	0.00148736
-307.60000008	0.00202285
-307.56666674	0.00244447
-307.53333341	0.00037541
-307.50000008	-0.00038328
-307.46666674	0.00139535
-307.43333341	0.00122303
-307.40000008	0.00280515
-307.36666674	-0.00185535
-307.33333341	-0.00076786
-307.30000008	0.00115657
-307.26666675	0.00116509
-307.23333341	0.00016279
-307.20000008	0.00197289
-307.16666675	0.00009234
-307.13333341	0.00104857
-307.10000008	0.00105421
-307.06666675	-0.00156392
-307.03333341	0.00003722
-307.00000008	-0.00101420
-306.96666675	0.00121145
-306.93333341	0.00127435
-306.90000008	0.00065950
-306.86666675	0.00346853
-306.83333341	0.00278575
-306.80000008	0.00186296
-306.76666675	-0.00084957
-306.73333341	0.00234887
-306.70000008	0.00155547
-306.66666675	0.00400795
-306.63333341	0.00201781
-306.60000008	0.00229595
-306.56666675	0.00171958
-306.53333342	0.00252383
-306.50000008	0.00020092
-306.46666675	-0.00091323
-306.43333342	-0.00029435
-306.40000008	0.00003265
-306.36666675	0.00164598
-306.33333342	0.00036207
-306.30000008	0.00215540
-306.26666675	0.00114418
-306.23333342	0.00044281
-306.20000008	0.00026171
-306.16666675	0.00124971
-306.13333342	0.00152032
